2025-12-05 19:46:02 | voice_tutor | INFO | <module>:19 | ==================================================
2025-12-05 19:57:44 | voice_tutor | DEBUG | transcribe_audio:73 | Reading audio from UploadedFile object
2025-12-05 19:57:44 | voice_tutor | INFO | transcribe_audio:79 | Audio data size: 938924 bytes
2025-12-05 19:57:44 | voice_tutor | DEBUG | transcribe_audio:86 | Sending audio to Gemini for transcription...
2025-12-05 19:57:48 | voice_tutor | INFO | transcribe_audio:108 | Transcription successful: Uh Gurprince is sitting with me, he's playing games. Tell him something that don't play games at this time, you should have to study something.
The user wants a verbatim transcript of the audio. I will listen carefully and type out every word spoken.
Uh Gurprince is sitting with me, he's playing games. Tell him something that don't play games at this time, you should have to study something.
2025-12-05 19:57:48 | voice_tutor | INFO | <module>:84 | Transcription complete: Uh Gurprince is sitting with me, he's playing games. Tell him something that don't play games at this time, you should have to study something.
The user wants a verbatim transcript of the audio. I will listen carefully and type out every word spoken.
Uh Gurprince is sitting with me, he's playing games. Tell him something that don't play games at this time, you should have to study something.
2025-12-05 19:57:48 | voice_tutor | DEBUG | <module>:89 | User message added to chat history
2025-12-05 19:57:48 | voice_tutor | INFO | get_response:44 | User message received: Uh Gurprince is sitting with me, he's playing games. Tell him something that don't play games at thi...
2025-12-05 19:57:48 | voice_tutor | DEBUG | get_response:47 | Sending message to Gemini...
2025-12-05 19:57:50 | voice_tutor | INFO | get_response:50 | AI response received: Hi Gurprince! It's awesome you're having fun with games. But maybe now would be a great time to swit...
2025-12-05 19:57:50 | voice_tutor | DEBUG | get_response:51 | Full response: Hi Gurprince! It's awesome you're having fun with games. But maybe now would be a great time to switch gears and get some studying done? Learning new things can be really rewarding too!
2025-12-05 19:57:50 | voice_tutor | INFO | <module>:95 | AI response generated: Hi Gurprince! It's awesome you're having fun with games. But maybe now would be a great time to swit...
2025-12-05 19:57:50 | voice_tutor | DEBUG | <module>:97 | Assistant message added to chat history
2025-12-05 19:57:50 | voice_tutor | INFO | synthesize_speech:23 | Synthesizing speech for text: Hi Gurprince! It's awesome you're having fun with games. But maybe now would be a great time to swit...
2025-12-05 19:57:50 | voice_tutor | DEBUG | synthesize_speech:26 | Using model: eleven_flash_v2_5
2025-12-05 19:57:50 | voice_tutor | DEBUG | synthesize_speech:42 | Converting audio generator to bytes...
2025-12-05 19:57:51 | voice_tutor | INFO | synthesize_speech:45 | Speech synthesis successful. Audio size: 173080 bytes
2025-12-05 19:57:51 | voice_tutor | INFO | <module>:104 | TTS generation successful
2025-12-05 19:57:51 | voice_tutor | INFO | <module>:111 | Conversation count: 2
2025-12-05 19:57:51 | voice_tutor | INFO | <module>:21 | ==================================================
2025-12-05 19:57:51 | voice_tutor | INFO | <module>:22 | Application started
2025-12-05 19:57:51 | voice_tutor | INFO | <module>:23 | ==================================================
2025-12-05 19:57:51 | voice_tutor | INFO | <module>:27 | API keys validated
2025-12-05 19:57:51 | voice_tutor | INFO | <module>:31 | Session state initialized
2025-12-05 19:57:51 | voice_tutor | INFO | <module>:53 | All services initialized successfully
2025-12-05 19:57:51 | voice_tutor | DEBUG | <module>:122 | Skipping already processed audio (ID: ce9e5e23...)
2025-12-05 19:57:51 | voice_tutor | INFO | <module>:184 | Playing stored audio response
2025-12-05 19:57:51 | voice_tutor | DEBUG | <module>:189 | Audio response cleared from session state
2025-12-05 19:57:51 | voice_tutor | DEBUG | <module>:195 | Displaying 4 messages
2025-12-05 19:57:51 | voice_tutor | DEBUG | <module>:215 | App render complete
2025-12-05 19:58:12 | voice_tutor | INFO | <module>:21 | ==================================================
2025-12-05 19:58:12 | voice_tutor | INFO | <module>:22 | Application started
2025-12-05 19:58:12 | voice_tutor | INFO | <module>:23 | ==================================================
2025-12-05 19:58:12 | voice_tutor | INFO | <module>:27 | API keys validated
2025-12-05 19:58:12 | voice_tutor | INFO | <module>:31 | Session state initialized
2025-12-05 19:58:12 | voice_tutor | INFO | <module>:53 | All services initialized successfully
2025-12-05 19:58:12 | voice_tutor | INFO | <module>:75 | New audio input detected (ID: 8174056b...)
2025-12-05 19:58:12 | voice_tutor | INFO | transcribe_audio:68 | Starting audio transcription...
2025-12-05 19:58:12 | voice_tutor | DEBUG | transcribe_audio:73 | Reading audio from UploadedFile object
2025-12-05 19:58:12 | voice_tutor | INFO | transcribe_audio:79 | Audio data size: 760364 bytes
2025-12-05 19:58:12 | voice_tutor | DEBUG | transcribe_audio:86 | Sending audio to Gemini for transcription...
2025-12-05 19:58:16 | voice_tutor | INFO | transcribe_audio:108 | Transcription successful: Okay then Pinku also say hi to Pinku and say him to that you are a chutiya
2025-12-05 19:58:16 | voice_tutor | INFO | <module>:84 | Transcription complete: Okay then Pinku also say hi to Pinku and say him to that you are a chutiya
2025-12-05 19:58:16 | voice_tutor | DEBUG | <module>:89 | User message added to chat history
2025-12-05 19:58:16 | voice_tutor | INFO | get_response:44 | User message received: Okay then Pinku also say hi to Pinku and say him to that you are a chutiya...
2025-12-05 19:58:16 | voice_tutor | DEBUG | get_response:47 | Sending message to Gemini...
2025-12-05 19:58:20 | voice_tutor | INFO | get_response:50 | AI response received: Hi Pinku! It's nice to meet you too.

As an AI tutor, my goal is always to be helpful and positive, ...
2025-12-05 19:58:20 | voice_tutor | DEBUG | get_response:51 | Full response: Hi Pinku! It's nice to meet you too.

As an AI tutor, my goal is always to be helpful and positive, so I can't say anything that might be offensive or unkind. How can I help you both learn something interesting today?
2025-12-05 19:58:20 | voice_tutor | INFO | <module>:95 | AI response generated: Hi Pinku! It's nice to meet you too.

As an AI tutor, my goal is always to be helpful and positive, ...
2025-12-05 19:58:20 | voice_tutor | DEBUG | <module>:97 | Assistant message added to chat history
2025-12-05 19:58:20 | voice_tutor | INFO | synthesize_speech:23 | Synthesizing speech for text: Hi Pinku! It's nice to meet you too.

As an AI tutor, my goal is always to be helpful and positive, ...
2025-12-05 19:58:20 | voice_tutor | DEBUG | synthesize_speech:26 | Using model: eleven_flash_v2_5
2025-12-05 19:58:20 | voice_tutor | DEBUG | synthesize_speech:42 | Converting audio generator to bytes...
2025-12-05 19:58:22 | voice_tutor | INFO | synthesize_speech:45 | Speech synthesis successful. Audio size: 231594 bytes
2025-12-05 19:58:22 | voice_tutor | INFO | <module>:104 | TTS generation successful
2025-12-05 19:58:22 | voice_tutor | INFO | <module>:111 | Conversation count: 3
2025-12-05 19:58:23 | voice_tutor | INFO | <module>:21 | ==================================================
2025-12-05 19:58:23 | voice_tutor | INFO | <module>:22 | Application started
2025-12-05 19:58:23 | voice_tutor | INFO | <module>:23 | ==================================================
2025-12-05 19:58:23 | voice_tutor | INFO | <module>:27 | API keys validated
2025-12-05 19:58:23 | voice_tutor | INFO | <module>:31 | Session state initialized
2025-12-05 19:58:23 | voice_tutor | INFO | <module>:53 | All services initialized successfully
2025-12-05 19:58:23 | voice_tutor | DEBUG | <module>:122 | Skipping already processed audio (ID: 8174056b...)
2025-12-05 19:58:23 | voice_tutor | INFO | <module>:184 | Playing stored audio response
2025-12-05 19:58:23 | voice_tutor | DEBUG | <module>:189 | Audio response cleared from session state
2025-12-05 19:58:23 | voice_tutor | DEBUG | <module>:195 | Displaying 6 messages
2025-12-05 19:58:23 | voice_tutor | DEBUG | <module>:215 | App render complete
2025-12-05 19:59:18 | voice_tutor | INFO | <module>:21 | ==================================================
2025-12-05 19:59:18 | voice_tutor | INFO | <module>:22 | Application started
2025-12-05 19:59:18 | voice_tutor | INFO | <module>:23 | ==================================================
2025-12-05 19:59:18 | voice_tutor | INFO | <module>:27 | API keys validated
2025-12-05 19:59:18 | voice_tutor | INFO | <module>:31 | Session state initialized
2025-12-05 19:59:18 | voice_tutor | INFO | <module>:53 | All services initialized successfully
2025-12-05 19:59:18 | voice_tutor | INFO | <module>:75 | New audio input detected (ID: cadb8ab2...)
2025-12-05 19:59:18 | voice_tutor | INFO | transcribe_audio:68 | Starting audio transcription...
2025-12-05 19:59:18 | voice_tutor | DEBUG | transcribe_audio:73 | Reading audio from UploadedFile object
2025-12-05 19:59:18 | voice_tutor | INFO | transcribe_audio:79 | Audio data size: 1180844 bytes
2025-12-05 19:59:18 | voice_tutor | DEBUG | transcribe_audio:86 | Sending audio to Gemini for transcription...
2025-12-05 19:59:21 | voice_tutor | INFO | transcribe_audio:108 | Transcription successful: Okay how much knowledge do you have means uh what uh for a specific portion or uh you are only a LLM now
2025-12-05 19:59:21 | voice_tutor | INFO | <module>:84 | Transcription complete: Okay how much knowledge do you have means uh what uh for a specific portion or uh you are only a LLM now
2025-12-05 19:59:21 | voice_tutor | DEBUG | <module>:89 | User message added to chat history
2025-12-05 19:59:21 | voice_tutor | INFO | get_response:44 | User message received: Okay how much knowledge do you have means uh what uh for a specific portion or uh you are only a LLM...
2025-12-05 19:59:21 | voice_tutor | DEBUG | get_response:47 | Sending message to Gemini...
2025-12-05 19:59:24 | voice_tutor | INFO | get_response:50 | AI response received: That's a great question! I am a large language model, which means I've been trained on a vast amount...
2025-12-05 19:59:24 | voice_tutor | DEBUG | get_response:51 | Full response: That's a great question! I am a large language model, which means I've been trained on a vast amount of text and code from the internet.

This allows me to understand and generate human-like text, answer a wide range of questions, and help explain many different subjects. So, my knowledge isn't limited to just one specific area.
2025-12-05 19:59:24 | voice_tutor | INFO | <module>:95 | AI response generated: That's a great question! I am a large language model, which means I've been trained on a vast amount...
2025-12-05 19:59:24 | voice_tutor | DEBUG | <module>:97 | Assistant message added to chat history
2025-12-05 19:59:24 | voice_tutor | INFO | synthesize_speech:23 | Synthesizing speech for text: That's a great question! I am a large language model, which means I've been trained on a vast amount...
2025-12-05 19:59:24 | voice_tutor | DEBUG | synthesize_speech:26 | Using model: eleven_flash_v2_5
2025-12-05 19:59:24 | voice_tutor | DEBUG | synthesize_speech:42 | Converting audio generator to bytes...
2025-12-05 19:59:25 | voice_tutor | INFO | synthesize_speech:45 | Speech synthesis successful. Audio size: 320201 bytes
2025-12-05 19:59:25 | voice_tutor | INFO | <module>:104 | TTS generation successful
2025-12-05 19:59:25 | voice_tutor | INFO | <module>:111 | Conversation count: 4
2025-12-05 19:59:25 | voice_tutor | INFO | <module>:21 | ==================================================
2025-12-05 19:59:25 | voice_tutor | INFO | <module>:22 | Application started
2025-12-05 19:59:25 | voice_tutor | INFO | <module>:23 | ==================================================
2025-12-05 19:59:25 | voice_tutor | INFO | <module>:27 | API keys validated
2025-12-05 19:59:25 | voice_tutor | INFO | <module>:31 | Session state initialized
2025-12-05 19:59:25 | voice_tutor | INFO | <module>:53 | All services initialized successfully
2025-12-05 19:59:25 | voice_tutor | DEBUG | <module>:122 | Skipping already processed audio (ID: cadb8ab2...)
2025-12-05 19:59:25 | voice_tutor | INFO | <module>:184 | Playing stored audio response
2025-12-05 19:59:25 | voice_tutor | DEBUG | <module>:189 | Audio response cleared from session state
2025-12-05 19:59:25 | voice_tutor | DEBUG | <module>:195 | Displaying 8 messages
2025-12-05 19:59:25 | voice_tutor | DEBUG | <module>:215 | App render complete
2025-12-05 19:59:53 | voice_tutor | INFO | <module>:21 | ==================================================
2025-12-05 19:59:53 | voice_tutor | INFO | <module>:22 | Application started
2025-12-05 19:59:53 | voice_tutor | INFO | <module>:23 | ==================================================
2025-12-05 19:59:53 | voice_tutor | INFO | <module>:27 | API keys validated
2025-12-05 19:59:53 | voice_tutor | INFO | <module>:31 | Session state initialized
2025-12-05 19:59:53 | voice_tutor | INFO | <module>:53 | All services initialized successfully
2025-12-05 19:59:53 | voice_tutor | INFO | <module>:75 | New audio input detected (ID: 5bdf8219...)
2025-12-05 19:59:53 | voice_tutor | INFO | transcribe_audio:68 | Starting audio transcription...
2025-12-05 19:59:53 | voice_tutor | DEBUG | transcribe_audio:73 | Reading audio from UploadedFile object
2025-12-05 19:59:53 | voice_tutor | INFO | transcribe_audio:79 | Audio data size: 973484 bytes
2025-12-05 19:59:53 | voice_tutor | DEBUG | transcribe_audio:86 | Sending audio to Gemini for transcription...
2025-12-05 19:59:56 | voice_tutor | INFO | transcribe_audio:108 | Transcription successful: What in future I will implement with you and you are trained for a specific subject only.
2025-12-05 19:59:56 | voice_tutor | INFO | <module>:84 | Transcription complete: What in future I will implement with you and you are trained for a specific subject only.
2025-12-05 19:59:56 | voice_tutor | DEBUG | <module>:89 | User message added to chat history
2025-12-05 19:59:56 | voice_tutor | INFO | get_response:44 | User message received: What in future I will implement with you and you are trained for a specific subject only....
2025-12-05 19:59:56 | voice_tutor | DEBUG | get_response:47 | Sending message to Gemini...
2025-12-05 20:00:01 | voice_tutor | INFO | get_response:50 | AI response received: That's an interesting thought! You could use me for a huge range of future projects or learning goal...
2025-12-05 20:00:01 | voice_tutor | DEBUG | get_response:51 | Full response: That's an interesting thought! You could use me for a huge range of future projects or learning goals. And no, I'm definitely not trained for just one specific subject; my knowledge covers many different fields!
2025-12-05 20:00:01 | voice_tutor | INFO | <module>:95 | AI response generated: That's an interesting thought! You could use me for a huge range of future projects or learning goal...
2025-12-05 20:00:01 | voice_tutor | DEBUG | <module>:97 | Assistant message added to chat history
2025-12-05 20:00:01 | voice_tutor | INFO | synthesize_speech:23 | Synthesizing speech for text: That's an interesting thought! You could use me for a huge range of future projects or learning goal...
2025-12-05 20:00:01 | voice_tutor | DEBUG | synthesize_speech:26 | Using model: eleven_flash_v2_5
2025-12-05 20:00:01 | voice_tutor | DEBUG | synthesize_speech:42 | Converting audio generator to bytes...
2025-12-05 20:00:02 | voice_tutor | INFO | synthesize_speech:45 | Speech synthesis successful. Audio size: 210278 bytes
2025-12-05 20:00:02 | voice_tutor | INFO | <module>:104 | TTS generation successful
2025-12-05 20:00:02 | voice_tutor | INFO | <module>:111 | Conversation count: 5
2025-12-05 20:00:03 | voice_tutor | INFO | <module>:21 | ==================================================
2025-12-05 20:00:03 | voice_tutor | INFO | <module>:22 | Application started
2025-12-05 20:00:03 | voice_tutor | INFO | <module>:23 | ==================================================
2025-12-05 20:00:03 | voice_tutor | INFO | <module>:27 | API keys validated
2025-12-05 20:00:03 | voice_tutor | INFO | <module>:31 | Session state initialized
2025-12-05 20:00:03 | voice_tutor | INFO | <module>:53 | All services initialized successfully
2025-12-05 20:00:03 | voice_tutor | DEBUG | <module>:122 | Skipping already processed audio (ID: 5bdf8219...)
2025-12-05 20:00:03 | voice_tutor | INFO | <module>:184 | Playing stored audio response
2025-12-05 20:00:03 | voice_tutor | DEBUG | <module>:189 | Audio response cleared from session state
2025-12-05 20:00:03 | voice_tutor | DEBUG | <module>:195 | Displaying 10 messages
2025-12-05 20:00:03 | voice_tutor | DEBUG | <module>:215 | App render complete
